show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_norm,tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes,primaryTitle_norm
s2020,Movie,Cycle,Prakash Kunte,"Hrishikesh Joshi, Bhalchandra Kadam, Priyadarshan Jadhav, Deepti Lele, Manoj Kolhatkar, Maithili Patwardhan",India,"September 10, 2020",2018,TV-PG,96 min,"Comedies, Dramas, International Movies","When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own.",cycle,tt7233736,tvShort,Cycle,Cycle,2018.0,"Action,Documentary,Short",,,cycle
s2021,Movie,Dhh,Manish Saini,"Naseeruddin Shah, Kahaan, Kuldeep Sodha",India,"September 10, 2020",2017,TV-G,127 min,"Children & Family Movies, Dramas, International Movies","Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies.",dhh,tt7613166,movie,Dhh,Dhh,2017.0,"Drama,Family",7.6,574.0,dhh
s2034,TV Show,La Línea: Shadow of Narco,Pepe Mora,,Spain,"September 9, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.",la línea: shadow of narco,tt12875794,tvMiniSeries,La Línea: Shadow of Narco,La Línea: La Sombra del Narco,2020.0,"Crime,Documentary",6.4,488.0,la línea: shadow of narco
s2036,Movie,The Social Dilemma,Jeff Orlowski,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",United States,"September 9, 2020",2020,PG-13,94 min,Documentaries,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",the social dilemma,tt11464826,movie,The Social Dilemma,The Social Dilemma,2020.0,"Documentary,Drama",7.6,93153.0,the social dilemma
s2039,Movie,My Octopus Teacher,"Pippa Ehrlich, James Reed",,South Africa,"September 7, 2020",2020,TV-G,86 min,"Children & Family Movies, Documentaries, International Movies","A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",my octopus teacher,tt12888462,movie,My Octopus Teacher,My Octopus Teacher,2020.0,"Documentary,Drama",8.1,69375.0,my octopus teacher
s2045,TV Show,Away,,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",United States,"September 4, 2020",2020,TV-14,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.,away,tt12845650,tvEpisode,Away,Away,2020.0,Family,,,away
s2055,TV Show,Chef's Table: BBQ,,,United States,"September 2, 2020",2020,TV-14,1 Season,"Docuseries, Reality TV","The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",chef's table: bbq,tt12917170,tvMiniSeries,Chef's Table: BBQ,Chef's Table: BBQ,2020.0,Documentary,7.7,1415.0,chef's table: bbq
s2057,Movie,Hotel for Dogs,Thor Freudenthal,"Emma Roberts, Jake T. Austin, Kyla Pratt, Lisa Kudrow, Kevin Dillon, Don Cheadle, Johnny Simmons, Troy Gentile, Eric Edelstein, Robinne Lee, Ajay Naidu","Germany, United States","September 2, 2020",2009,PG,101 min,"Children & Family Movies, Comedies","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.",hotel for dogs,tt0785006,movie,Hotel for Dogs,Hotel for Dogs,2009.0,"Comedy,Family",5.5,26082.0,hotel for dogs
s2058,Movie,Sky Tour: The Movie,Nguyen Thanh Tung,Son Tung M-TP,Vietnam,"September 2, 2020",2020,TV-G,93 min,"Documentaries, International Movies, Music & Musicals","From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.",sky tour: the movie,tt12486200,movie,Sky Tour: The Movie,Sky Tour: The Movie,2020.0,"Documentary,Music",5.8,1075.0,sky tour: the movie
s2059,TV Show,The Witcher: A Look Inside the Episodes,,"Henry Cavill, Anya Chalotra, Freya Allan, Lauren Schmidt Hissrich, Eamon Farren, Mimi Ndiweni, MyAnna Buring, Joey Batey, Adam Levy, Jodhi May",,"September 2, 2020",2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy","With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of ""The Witcher.""",the witcher: a look inside the episodes,tt12748032,tvSeries,The Witcher: A Look Inside the Episodes,The Witcher: A Look Inside the Episodes,2020.0,"Documentary,Short",6.8,212.0,the witcher: a look inside the episodes
s2060,Movie,Adrift,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Hong Kong, Iceland, United States","September 1, 2020",2018,PG-13,96 min,"Action & Adventure, Dramas, Romantic Movies",A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,adrift,tt6306064,movie,Adrift,Adrift,2018.0,"Action,Adventure,Biography",6.6,65137.0,adrift
s2060,Movie,Adrift,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Hong Kong, Iceland, United States","September 1, 2020",2018,PG-13,96 min,"Action & Adventure, Dramas, Romantic Movies",A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,adrift,tt8507446,tvEpisode,Adrift,Adrift,2018.0,Documentary,,,adrift
s2060,Movie,Adrift,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Hong Kong, Iceland, United States","September 1, 2020",2018,PG-13,96 min,"Action & Adventure, Dramas, Romantic Movies",A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,adrift,tt8786640,tvEpisode,Adrift,Adrift,2018.0,"Crime,Documentary",7.3,20.0,adrift
s2060,Movie,Adrift,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Hong Kong, Iceland, United States","September 1, 2020",2018,PG-13,96 min,"Action & Adventure, Dramas, Romantic Movies",A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,adrift,tt9000208,short,Adrift,Adrift,2018.0,"Documentary,Short",,,adrift
s2062,Movie,Barbie Princess Adventure,Conrad Helten,"America Young, Erica Lindbeck, Ritesh Rajan, Dave Fennoy, Stephanie Sheh, Cristina Milizia, Desirae Whitfield, Emma Galvin, Angelo Restaino, Eamon Brennan, Ogie Banks",Netherlands,"September 1, 2020",2020,TV-Y,72 min,"Children & Family Movies, Music & Musicals","Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.",barbie princess adventure,tt12767498,movie,Barbie Princess Adventure,Barbie Princess Adventure,2020.0,"Animation,Family,Musical",5.5,858.0,barbie princess adventure
s2064,TV Show,Bookmarks,,Marley Dias,United States,"September 1, 2020",2020,TV-Y,1 Season,Kids' TV,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",bookmarks,tt12923664,tvSeries,Bookmarks,Bookmarks: Celebrating Black Voices,2020.0,"Family,Short",5.8,375.0,bookmarks
s2072,Movie,Puss in Boots,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell",United States,"September 1, 2020",2011,PG,92 min,"Children & Family Movies, Comedies",The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.,puss in boots,tt2204465,tvEpisode,Puss in Boots,Puss in Boots,2011.0,Family,,,puss in boots
s2078,Movie,The Match,Francesco Carnesecchi,"Francesco Pannofino, Alberto Di Stasio, Gabriele Fiore, Giorgio Colangeli, Fabrizio Sabatucci, Veruska Rossi, Giulia Cragnotti, Siria Simeoni, Lidia Vitale, Daniele Mariani",Italy,"September 1, 2020",2020,TV-MA,97 min,"Dramas, International Movies, Sports Movies","One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.",the match,tt11415606,tvEpisode,The Match,The Match,2020.0,"Drama,Family,History",8.7,39.0,the match
s2078,Movie,The Match,Francesco Carnesecchi,"Francesco Pannofino, Alberto Di Stasio, Gabriele Fiore, Giorgio Colangeli, Fabrizio Sabatucci, Veruska Rossi, Giulia Cragnotti, Siria Simeoni, Lidia Vitale, Daniele Mariani",Italy,"September 1, 2020",2020,TV-MA,97 min,"Dramas, International Movies, Sports Movies","One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.",the match,tt6639482,movie,The Match,The Match,2020.0,"Drama,History,Sport",5.8,936.0,the match
s2082,Movie,True: Friendship Day,"Mark Thornton, Todd Kauffman","Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,"September 1, 2020",2020,TV-Y,24 min,Children & Family Movies,"When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",true: friendship day,tt12855976,tvMovie,True: Friendship Day,True: Friendship Day,2020.0,"Animation,Family",6.8,40.0,true: friendship day
s2086,TV Show,I AM A KILLER: RELEASED,,,"United Kingdom, United States","August 28, 2020",2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries","In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession.",i am a killer: released,tt12662374,tvSeries,I Am A Killer: Released,A Killer Uncaged,2020.0,"Crime,Documentary",5.3,1211.0,i am a killer: released
s2096,Movie,Making The Witcher,Nathan Wiley,"Henry Cavill, Anya Chalotra, Freya Allan, Eamon Farren, Mimi Ndiweni, Adam Levy, MyAnna Buring, Joey Batey, Lauren Schmidt Hissrich, Tomasz Bagiński, Andrew Laws, Sneha Koorse, Declan De Barra, Beau DeMayo, Simon Emanuel, Iván Pohárnok, Tim Aslam, Charlotte Brändström",United States,"August 26, 2020",2020,TV-MA,33 min,Documentaries,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series.",making the witcher,tt12987838,tvMovie,Making the Witcher,Making the Witcher,2020.0,Documentary,6.8,581.0,making the witcher
s2098,Movie,Rising Phoenix,,,United Kingdom,"August 26, 2020",2020,PG-13,107 min,"Documentaries, International Movies, Sports Movies","Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.",rising phoenix,tt10851618,movie,Rising Phoenix,Rising Phoenix,2020.0,"Documentary,Sport",8.1,1927.0,rising phoenix
s2099,TV Show,Emily's Wonder Lab,,"Emily Callandrelli, Sky Alexis, Kennedi Butler, Arya Darbahani, Christopher Farrar, Alex Jayne Go, Jayden Langarcia, Makenzie Lee-Foster, Tenz McCall, Zaela Rae, Mason Wells",United States,"August 25, 2020",2020,TV-Y,1 Season,Kids' TV,"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!",emily's wonder lab,tt10687464,tvSeries,Emily's Wonder Lab,Emily's Wonder Lab,2020.0,"Family,Talk-Show",8.6,265.0,emily's wonder lab
s2110,Movie,John Was Trying to Contact Aliens,,,United States,"August 20, 2020",2020,TV-PG,17 min,"Documentaries, LGBTQ Movies","A rural electronics whiz broadcasts radio signals into space and monitors for signs of aliens, but makes a more important connection here on Earth.",john was trying to contact aliens,tt11733790,short,John Was Trying to Contact Aliens,John Was Trying to Contact Aliens,2020.0,"Biography,Documentary,Romance",6.4,1838.0,john was trying to contact aliens
s2111,Movie,Scarecrow,Khaled Marei,"Ahmed Helmy, Menna Shalaby, Khaled El Sawy, Bayoumi Fouad, Entsar, Samy Maghawry, Mahmoud Ellisy, Yasser El Tobgy, Hassan Hosny, Lotfy Labib",Egypt,"August 20, 2020",2019,TV-MA,121 min,"Comedies, International Movies","When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.",scarecrow,tt8875336,tvEpisode,Scarecrow,Scarecrow,2019.0,"Adventure,Drama,Family",7.6,1954.0,scarecrow
s2114,TV Show,High Score,,,United States,"August 19, 2020",2020,TV-14,1 Season,"Docuseries, Science & Nature TV","This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",high score,tt12759400,tvMiniSeries,High Score,High Score,2020.0,Documentary,7.4,9268.0,high score
s2122,Movie,Seventh Son,Sergei Bodrov,"Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander, Antje Traue, Olivia Williams, John DeSantis, Kit Harington, Djimon Hounsou, Gerard Plunkett, Jason Scott Lee","United States, United Kingdom, Canada, China","August 16, 2020",2014,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy","In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",seventh son,tt4108028,short,Seventh Son,Seventh Son,2014.0,"Documentary,Family,Short",9.4,8.0,seventh son
s2123,TV Show,Stranger,,"Seung-woo Cho, Doona Bae, Joon-hyuk Lee, Kyeong-yeong Lee, Jae-myung Yoo, Hye-sun Shin",South Korea,"August 16, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",stranger,tt11704800,short,Stranger,Stranger,2020.0,"Documentary,Short",,,stranger
s2123,TV Show,Stranger,,"Seung-woo Cho, Doona Bae, Joon-hyuk Lee, Kyeong-yeong Lee, Jae-myung Yoo, Hye-sun Shin",South Korea,"August 16, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",stranger,tt30958628,short,Stranger,Stranger,2020.0,"Documentary,Short",,,stranger
s2129,Movie,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,,,"August 14, 2020",2020,TV-G,59 min,"Documentaries, International Movies, Sports Movies","With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket — the ICC Women's T20 World Cup.",beyond the boundary: icc women's t20 world cup australia 2020,tt15929232,tvMovie,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020.0,"Documentary,Sport",7.1,15.0,beyond the boundary: icc women's t20 world cup australia 2020
s2130,Movie,Fearless,Cory Edwards,"Yara Shahidi, Miles Robbins, Miguel J. Pimentel, Gabrielle Union, Jadakiss, Tom Kenny, Angie Martinez, Harland Williams, Fat Joe, Amari McCoy, Dwyane Wade",Canada,"August 14, 2020",2020,TV-Y7,92 min,"Children & Family Movies, Comedies",A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,fearless,tt11347750,tvEpisode,Fearless,Fearless,2020.0,"Documentary,Sport",8.6,145.0,fearless
s2130,Movie,Fearless,Cory Edwards,"Yara Shahidi, Miles Robbins, Miguel J. Pimentel, Gabrielle Union, Jadakiss, Tom Kenny, Angie Martinez, Harland Williams, Fat Joe, Amari McCoy, Dwyane Wade",Canada,"August 14, 2020",2020,TV-Y7,92 min,"Children & Family Movies, Comedies",A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,fearless,tt8675288,movie,Fearless,Fearless,2020.0,"Animation,Comedy,Family",5.0,2079.0,fearless
